UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome
2,7,46:25.0,purchase,prod_1131,241.2422985,purchase
2,7,19:28.1,login,,,
2,7,04:26.2,click,,,
2,7,54:54.6,login,,,
2,7,56:29.7,click,,,
2,7,09:49.8,product_view,prod_7752,,
2,7,03:18.3,page_view,,,
2,7,29:00.3,purchase,prod_6365,186.8297565,purchase
2,8,51:43.8,add_to_cart,prod_9795,,
2,8,29:23.4,click,,,
2,8,03:44.0,add_to_cart,prod_1139,,
2,8,32:18.6,page_view,,,
2,8,49:04.2,logout,,,
2,8,58:12.7,logout,,,
2,8,25:09.9,logout,,,
2,8,02:32.5,purchase,prod_7990,107.7803991,purchase
2,9,08:27.2,add_to_cart,prod_8080,,
2,9,28:02.1,add_to_cart,prod_7470,,
2,9,13:20.2,page_view,,,
2,9,33:56.0,click,,,
2,9,46:37.0,click,,,
2,9,27:52.3,page_view,,,
2,10,50:55.6,product_view,prod_3728,,
2,10,32:21.0,click,,,
2,10,55:55.1,click,,,
2,10,28:22.8,login,,,
2,10,56:09.7,purchase,prod_3548,411.0817577,purchase
2,10,07:18.8,add_to_cart,prod_1159,,
2,10,04:02.5,product_view,prod_6444,,
2,10,05:42.0,add_to_cart,prod_8896,,
2,10,01:37.6,purchase,prod_5105,491.6446687,purchase
3,1,32:31.7,login,,,
3,1,48:48.8,add_to_cart,prod_2570,,
3,1,04:55.9,purchase,prod_1562,481.2155884,purchase
3,1,48:30.0,logout,,,
3,1,28:14.5,logout,,,
3,1,58:15.4,click,,,
3,2,42:30.3,login,,,
3,2,05:24.6,page_view,,,
3,2,27:02.3,logout,,,
3,2,19:16.7,add_to_cart,prod_1741,,
3,2,56:23.1,logout,,,
3,2,50:47.8,click,,,
3,3,01:10.6,logout,,,
3,3,46:01.0,page_view,,,
3,3,22:33.7,product_view,prod_9768,,
3,3,24:58.8,page_view,,,
3,3,03:32.0,click,,,
3,4,23:11.2,purchase,prod_6789,76.28532414,purchase
3,4,49:48.5,logout,,,
3,4,07:05.6,purchase,prod_4273,36.635599,purchase
3,4,58:42.0,login,,,
3,4,27:43.6,purchase,prod_6548,101.5981143,purchase
3,5,43:08.1,click,,,
3,5,10:54.1,purchase,prod_5303,389.6233605,purchase
3,5,29:00.0,logout,,,
3,5,30:19.2,logout,,,
3,5,51:26.6,login,,,
3,5,29:29.9,product_view,prod_1588,,
3,5,10:16.2,login,,,
3,5,05:50.8,product_view,prod_5314,,
3,5,12:42.8,click,,,
3,6,06:19.9,add_to_cart,prod_5041,,
3,6,56:50.1,click,,,
3,6,19:17.9,logout,,,
3,6,26:14.2,logout,,,
3,6,44:16.5,logout,,,
3,6,52:47.5,page_view,,,
3,6,29:13.3,add_to_cart,prod_4877,,
3,7,38:50.2,product_view,prod_1260,,
3,7,40:27.7,add_to_cart,prod_5005,,
3,7,57:15.2,product_view,prod_2741,,
3,7,09:03.1,add_to_cart,prod_7092,,
3,7,04:27.0,purchase,prod_6899,427.3414062,purchase
3,8,35:51.7,product_view,prod_7659,,
3,8,10:31.8,add_to_cart,prod_3774,,
3,8,44:25.3,logout,,,
3,8,14:32.2,product_view,prod_5498,,
3,8,59:16.9,click,,,
3,9,45:47.2,page_view,,,
3,9,08:47.6,page_view,,,
3,9,47:17.6,page_view,,,
3,9,34:38.9,logout,,,
3,9,22:46.9,click,,,
3,9,57:30.4,product_view,prod_3311,,
3,10,35:40.9,click,,,
3,10,48:56.5,add_to_cart,prod_8038,,
3,10,58:52.3,click,,,
3,10,30:16.3,add_to_cart,prod_4885,,
3,10,28:14.6,add_to_cart,prod_2488,,
3,10,27:25.7,page_view,,,
3,10,28:02.9,product_view,prod_9691,,
3,10,49:22.4,page_view,,,
3,10,19:12.0,add_to_cart,prod_6597,,
3,10,03:34.9,product_view,prod_2022,,
4,1,02:34.4,purchase,prod_1390,143.3877595,purchase
4,1,12:44.6,logout,,,
4,1,50:41.5,click,,,
4,1,37:02.6,click,,,
4,1,59:48.1,click,,,
4,1,43:54.6,page_view,,,
4,1,27:38.8,add_to_cart,prod_8561,,
4,1,46:00.6,purchase,prod_2164,359.6841878,purchase
4,1,43:13.6,page_view,,,
4,2,37:13.8,add_to_cart,prod_6238,,
4,2,17:53.8,logout,,,
4,2,19:06.0,page_view,,,
4,2,45:22.9,page_view,,,
4,2,05:02.5,login,,,
4,3,36:04.5,add_to_cart,prod_9427,,
4,3,50:18.9,login,,,
4,3,21:42.8,add_to_cart,prod_7274,,
4,3,16:35.4,add_to_cart,prod_1120,,
4,3,38:49.4,product_view,prod_6752,,
4,3,02:05.2,page_view,,,
4,3,18:06.4,product_view,prod_4580,,
4,3,53:57.7,page_view,,,
4,3,17:13.1,click,,,
4,4,50:36.8,page_view,,,
4,4,29:31.4,logout,,,
4,4,43:23.2,page_view,,,
4,4,08:51.9,login,,,
4,4,34:38.1,logout,,,
4,4,39:03.0,add_to_cart,prod_7843,,
4,4,39:57.6,product_view,prod_1526,,
4,4,09:06.7,purchase,prod_2837,420.4220392,purchase
4,4,33:59.8,login,,,
4,5,01:59.2,page_view,,,
4,5,19:44.0,product_view,prod_6197,,
4,5,37:27.3,page_view,,,
4,5,30:36.9,purchase,prod_6825,124.2420098,purchase
4,5,00:29.2,logout,,,
4,5,57:55.3,login,,,
4,5,07:35.0,page_view,,,
4,5,06:54.5,add_to_cart,prod_2058,,
4,5,09:08.9,add_to_cart,prod_1701,,
4,5,45:14.3,login,,,
4,6,20:48.8,login,,,
4,6,11:42.7,click,,,
4,6,22:45.4,login,,,
4,6,26:42.0,purchase,prod_4825,120.3623624,purchase
4,6,48:29.5,login,,,
4,6,39:33.0,logout,,,
4,6,18:27.2,logout,,,
4,6,59:33.2,click,,,
4,6,30:26.7,add_to_cart,prod_1650,,
4,6,54:10.0,logout,,,
4,7,57:57.2,logout,,,
4,7,52:18.2,add_to_cart,prod_1455,,
4,7,09:55.4,purchase,prod_2508,203.4224872,purchase
4,7,49:32.9,add_to_cart,prod_2653,,
4,7,51:29.5,product_view,prod_5933,,
4,8,03:37.9,page_view,,,
4,8,11:06.3,page_view,,,
4,8,43:17.4,login,,,
4,8,32:53.4,product_view,prod_5984,,
4,8,27:41.9,login,,,
4,8,31:14.2,click,,,
4,8,40:13.3,click,,,
4,8,31:20.4,click,,,
4,9,44:04.3,page_view,,,
4,9,39:42.9,purchase,prod_2895,406.1402307,purchase
4,9,08:24.1,add_to_cart,prod_4875,,
4,9,36:54.4,product_view,prod_6383,,
4,9,39:11.7,add_to_cart,prod_4376,,
4,9,54:37.5,logout,,,
4,9,19:34.7,logout,,,
4,9,06:58.7,product_view,prod_3563,,
4,10,56:46.7,logout,,,
4,10,28:28.0,page_view,,,
4,10,04:12.4,login,,,
4,10,10:27.1,add_to_cart,prod_6027,,
4,10,12:12.1,page_view,,,
4,10,16:50.7,page_view,,,
4,10,29:43.5,login,,,
4,10,18:56.3,product_view,prod_5613,,
4,10,29:30.5,purchase,prod_3999,229.4440675,purchase
4,10,05:34.4,purchase,prod_5193,315.7212141,purchase
5,1,22:36.2,login,,,
5,1,35:21.6,add_to_cart,prod_3324,,
5,1,06:14.6,page_view,,,
5,1,10:56.2,page_view,,,
5,1,16:48.8,page_view,,,
5,1,30:44.0,login,,,
5,1,34:23.2,page_view,,,
5,1,18:58.9,add_to_cart,prod_8733,,
5,2,46:00.2,add_to_cart,prod_6324,,
5,2,20:53.6,product_view,prod_3788,,
5,2,43:17.1,product_view,prod_1325,,
5,2,51:26.5,product_view,prod_1749,,
5,2,18:05.8,product_view,prod_7953,,
5,2,30:37.1,add_to_cart,prod_8978,,
5,2,44:59.1,click,,,
5,3,14:53.1,logout,,,
5,3,40:22.4,product_view,prod_1059,,
5,3,41:45.2,login,,,
5,3,51:43.8,click,,,
5,3,08:59.2,page_view,,,
5,3,52:16.6,click,,,
5,3,22:52.6,logout,,,
5,3,37:02.4,page_view,,,
5,3,54:18.1,add_to_cart,prod_9020,,
5,4,39:25.4,logout,,,
5,4,40:33.3,page_view,,,
5,4,52:49.8,purchase,prod_7247,217.8421813,purchase
5,4,17:20.4,login,,,
5,4,17:03.8,add_to_cart,prod_2399,,
5,4,34:21.0,click,,,
5,4,49:02.9,click,,,
5,4,11:50.3,logout,,,
5,4,14:02.9,click,,,
5,5,12:18.1,add_to_cart,prod_4126,,
5,5,47:31.7,purchase,prod_7122,240.8203113,purchase
5,5,37:12.3,click,,,
5,5,01:05.4,product_view,prod_7121,,
5,5,50:24.8,logout,,,
5,5,59:36.7,page_view,,,
5,5,27:50.1,purchase,prod_1811,407.5723091,purchase
5,5,38:00.4,logout,,,
5,5,32:50.7,click,,,
5,6,05:47.3,page_view,,,
5,6,03:07.7,product_view,prod_9646,,
5,6,59:51.8,product_view,prod_5033,,
5,6,23:56.1,click,,,
5,6,08:34.3,click,,,
5,6,55:43.8,purchase,prod_4495,462.459477,purchase
5,6,31:48.7,add_to_cart,prod_2371,,
5,6,28:28.7,purchase,prod_7066,290.4469998,purchase
5,6,48:54.6,login,,,
5,6,33:33.3,add_to_cart,prod_8597,,
5,7,04:08.4,logout,,,
5,7,44:46.9,logout,,,
5,7,21:50.3,click,,,
5,7,20:53.9,logout,,,
5,7,06:07.7,purchase,prod_7877,288.0795388,purchase
5,7,40:12.6,product_view,prod_3983,,
5,7,40:21.5,product_view,prod_8487,,
5,7,06:50.1,add_to_cart,prod_8172,,
5,7,56:18.7,logout,,,
5,8,17:31.7,click,,,
5,8,48:32.0,add_to_cart,prod_6763,,
5,8,35:50.5,logout,,,
5,8,45:00.5,logout,,,
5,8,27:18.0,login,,,
5,8,55:27.0,page_view,,,
5,9,55:07.0,add_to_cart,prod_5815,,
5,9,31:02.5,click,,,
5,9,43:52.3,product_view,prod_1901,,
5,9,56:36.0,login,,,
5,9,44:06.8,logout,,,
5,9,02:48.9,page_view,,,
5,9,43:54.4,add_to_cart,prod_6485,,
5,10,25:58.2,page_view,,,
5,10,39:28.3,click,,,
5,10,43:31.5,product_view,prod_9807,,
5,10,50:16.3,purchase,prod_4671,282.0955281,purchase
5,10,29:59.0,product_view,prod_5585,,
5,10,47:48.0,click,,,
5,10,48:09.9,page_view,,,
5,10,07:37.1,product_view,prod_3962,,
5,10,37:13.2,login,,,
5,10,08:29.1,page_view,,,
6,1,02:35.2,page_view,,,
6,1,48:29.2,page_view,,,
6,1,22:37.0,login,,,
6,1,10:49.5,page_view,,,
6,1,03:31.6,login,,,
6,1,57:49.7,purchase,prod_5563,30.45445692,purchase
6,1,58:14.6,add_to_cart,prod_8581,,
6,2,59:23.7,logout,,,
6,2,52:51.9,logout,,,
6,2,09:51.3,click,,,
6,2,03:31.2,logout,,,
6,2,54:59.7,purchase,prod_8931,204.3463667,purchase
6,2,19:20.9,add_to_cart,prod_1374,,
6,2,35:28.3,page_view,,,
6,2,28:22.9,logout,,,
6,3,01:57.8,purchase,prod_5661,247.1284215,purchase
6,3,37:50.1,login,,,
6,3,48:20.3,page_view,,,
6,3,30:37.6,click,,,
6,3,25:58.9,click,,,
6,3,32:42.4,login,,,
6,3,17:17.6,login,,,
6,3,06:14.2,login,,,
6,4,10:02.8,logout,,,
6,4,35:50.6,purchase,prod_1327,39.08100149,purchase
6,4,40:06.2,purchase,prod_7389,107.5026672,purchase
6,4,05:08.6,purchase,prod_2888,161.5019156,purchase
6,4,16:56.2,purchase,prod_5281,365.613553,purchase
6,4,44:00.9,product_view,prod_3921,,
6,4,40:49.2,purchase,prod_9588,268.347263,purchase
6,4,37:56.2,page_view,,,
6,4,17:48.6,logout,,,
6,5,44:08.8,login,,,
6,5,15:30.2,logout,,,
6,5,31:04.2,purchase,prod_6606,261.7447909,purchase
6,5,01:00.9,purchase,prod_7771,16.22134825,purchase
6,5,14:34.4,product_view,prod_1787,,
6,5,47:41.9,page_view,,,
6,5,29:01.2,logout,,,
6,5,11:42.2,add_to_cart,prod_9276,,
6,5,45:10.0,add_to_cart,prod_6876,,
6,5,18:19.7,logout,,,
6,6,24:10.5,login,,,
6,6,34:19.7,product_view,prod_8445,,
6,6,38:47.7,page_view,,,
6,6,15:31.4,click,,,
6,6,45:46.9,click,,,
6,6,54:34.1,page_view,,,
6,6,25:22.9,add_to_cart,prod_3143,,
6,6,58:20.6,product_view,prod_7733,,
6,6,49:27.4,click,,,
6,7,07:11.5,product_view,prod_3688,,
6,7,58:42.2,click,,,
6,7,19:28.4,logout,,,
6,7,29:11.3,logout,,,
6,7,11:15.9,product_view,prod_3402,,
6,7,56:55.7,purchase,prod_6700,262.1432487,purchase
6,7,36:36.6,logout,,,
6,7,01:29.1,click,,,
6,8,52:35.9,logout,,,
6,8,36:19.7,purchase,prod_6699,160.3637008,purchase
6,8,06:34.0,click,,,
6,8,01:03.8,product_view,prod_5594,,
6,8,49:41.9,purchase,prod_8776,117.1297982,purchase
6,8,25:30.8,add_to_cart,prod_4440,,
6,8,49:17.4,click,,,
6,9,44:44.9,page_view,,,
6,9,14:48.5,click,,,
6,9,52:00.9,click,,,
6,9,45:38.3,click,,,
6,9,14:39.6,click,,,
6,9,46:20.1,add_to_cart,prod_8352,,
6,9,20:14.2,page_view,,,
6,9,48:09.0,page_view,,,
6,9,30:33.6,page_view,,,
6,10,18:02.3,logout,,,
6,10,38:03.2,login,,,
6,10,08:31.5,product_view,prod_9633,,
6,10,21:48.0,purchase,prod_1875,346.8313457,purchase
6,10,47:03.2,purchase,prod_3829,58.66707174,purchase
6,10,40:11.5,purchase,prod_7808,396.3984396,purchase
6,10,37:19.6,click,,,
6,10,20:04.3,logout,,,
7,1,06:26.3,add_to_cart,prod_3625,,
7,1,58:55.2,add_to_cart,prod_2657,,
7,1,55:15.3,add_to_cart,prod_1493,,
7,1,22:03.2,logout,,,
7,1,54:04.6,click,,,
7,1,08:43.4,add_to_cart,prod_6171,,
7,2,41:18.0,page_view,,,
7,2,41:00.5,purchase,prod_6684,292.7718725,purchase
7,2,54:05.0,page_view,,,
7,2,41:18.8,product_view,prod_8052,,
7,2,43:16.8,logout,,,
7,3,57:19.8,page_view,,,
7,3,13:12.1,purchase,prod_5674,194.1496263,purchase
7,3,02:13.1,page_view,,,
7,3,56:01.3,add_to_cart,prod_2686,,
7,3,23:58.2,product_view,prod_9590,,
7,3,58:17.9,page_view,,,
7,3,24:28.0,add_to_cart,prod_7182,,
7,4,34:21.8,product_view,prod_9962,,
7,4,58:37.0,purchase,prod_2430,459.1126807,purchase
7,4,39:38.4,logout,,,
7,4,15:11.4,login,,,
7,4,04:38.8,login,,,
7,4,42:50.3,click,,,
7,4,11:30.7,login,,,
7,4,31:46.1,purchase,prod_2731,228.3855506,purchase
7,5,06:34.8,product_view,prod_8551,,
7,5,59:46.4,click,,,
7,5,26:25.2,page_view,,,
7,5,30:31.5,page_view,,,
7,5,47:02.5,add_to_cart,prod_1159,,
7,5,09:58.7,purchase,prod_7466,120.5910556,purchase
7,5,12:34.1,click,,,
7,6,49:23.4,purchase,prod_1707,323.1547423,purchase
7,6,26:22.1,purchase,prod_6096,337.9409154,purchase
7,6,54:19.9,product_view,prod_8918,,
7,6,39:14.6,login,,,
7,6,52:48.3,add_to_cart,prod_7200,,
7,6,34:23.8,product_view,prod_8670,,
7,6,35:48.8,login,,,
7,7,55:24.8,click,,,
7,7,56:36.2,product_view,prod_9326,,
7,7,19:31.0,page_view,,,
7,7,22:27.2,purchase,prod_4737,163.0086699,purchase
7,7,13:21.3,click,,,
7,7,44:50.9,page_view,,,
7,7,40:06.8,page_view,,,
7,7,24:31.3,page_view,,,
7,7,32:55.6,logout,,,
7,7,20:41.4,logout,,,
7,8,00:07.2,page_view,,,
7,8,28:59.7,logout,,,
7,8,14:04.2,click,,,
7,8,49:12.7,purchase,prod_5147,272.4489065,purchase
7,8,01:08.2,page_view,,,
7,8,43:04.2,logout,,,
7,8,36:47.8,purchase,prod_9259,54.07060228,purchase
7,8,42:45.4,click,,,
7,8,59:25.3,add_to_cart,prod_9306,,
7,9,17:24.3,click,,,
7,9,15:31.3,product_view,prod_2073,,
7,9,53:09.1,purchase,prod_9882,310.3195588,purchase
7,9,40:52.9,product_view,prod_1945,,
7,9,35:15.8,login,,,
7,9,25:58.5,logout,,,
7,9,10:59.7,logout,,,
7,10,26:20.2,click,,,
7,10,18:38.7,logout,,,
7,10,28:05.7,page_view,,,
7,10,40:04.8,product_view,prod_1280,,
7,10,25:19.5,click,,,
7,10,30:08.5,logout,,,
7,10,17:30.7,page_view,,,
7,10,11:13.7,purchase,prod_5938,374.6246099,purchase
7,10,56:34.5,page_view,,,
7,10,42:28.7,logout,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
